date,corrected,state
2020-04-27,0.47833622183708835,Alabama
2020-04-27,0.20927209705372615,Alaska
2020-04-27,0.5201906412478337,Arizona
2020-04-27,0.44844020797227035,Arkansas
2020-04-27,0.34081455805892547,California
2020-04-27,0.45441941074523395,Colorado
2020-04-27,0.32287694974003467,Connecticut
2020-04-27,0.4962738301559792,Delaware
2020-04-27,0.5500866551126515,Florida
2020-04-27,0.5979202772963604,Georgia
2020-04-27,0.17937608318890813,Hawaii
2020-04-27,0.33483535528596187,Idaho
2020-04-27,0.3946273830155979,Illinois
2020-04-27,0.4305025996533795,Indiana
2020-04-27,0.3109185441941074,Iowa
2020-04-27,0.33483535528596187,Kansas
2020-04-27,0.3946273830155979,Kentucky
2020-04-27,0.46039861351819755,Louisiana
2020-04-27,0.26906412478336217,Maine
2020-04-27,0.3707105719237435,Maryland
2020-04-27,0.3049393414211438,Massachusetts
2020-04-27,0.46039861351819755,Michigan
2020-04-27,0.3109185441941074,Minnesota
2020-04-27,0.47235701906412475,Mississippi
2020-04-27,0.4185441941074523,Missouri
2020-04-27,0.21525129982668975,Montana
2020-04-27,0.27504332755632577,Nebraska
2020-04-27,0.4245233968804159,Nevada
2020-04-27,0.33483535528596187,New Hampshire
2020-04-27,0.32287694974003467,New Jersey
2020-04-27,0.35277296360485266,New Mexico
2020-04-27,0.2989601386481802,New York
2020-04-27,0.47235701906412475,North Carolina
2020-04-27,0.25112651646447137,North Dakota
2020-04-27,0.4125649913344887,Ohio
2020-04-27,0.4424610051993067,Oklahoma
2020-04-27,0.32287694974003467,Oregon
2020-04-27,0.4065857885615251,Pennsylvania
2020-04-27,0.34081455805892547,Rhode Island
2020-04-27,0.574003466204506,South Carolina
2020-04-27,0.22123050259965335,South Dakota
2020-04-27,0.5082322357019063,Tennessee
2020-04-27,0.48431542461005195,Texas
2020-04-27,0.4305025996533795,Utah
2020-04-27,0.25710571923743497,Vermont
2020-04-27,0.3946273830155979,Virginia
2020-04-27,0.33483535528596187,Washington
2020-04-27,0.3886481802426343,West Virginia
2020-04-27,0.3049393414211438,Wisconsin
2020-04-27,0.25112651646447137,Wyoming
2020-05-04,0.49071057192374345,Alabama
2020-05-04,0.21389948006932408,Alaska
2020-05-04,0.5347487001733101,Arizona
2020-05-04,0.46554592720970533,Arkansas
2020-05-04,0.3523050259965338,California
2020-05-04,0.46554592720970533,Colorado
2020-05-04,0.3019757365684575,Connecticut
2020-05-04,0.4844194107452339,Delaware
2020-05-04,0.6291161178509531,Florida
2020-05-04,0.603951473136915,Georgia
2020-05-04,0.1635701906412478,Hawaii
2020-05-04,0.3523050259965338,Idaho
2020-05-04,0.40263431542461003,Illinois
2020-05-04,0.47183708838821486,Indiana
2020-05-04,0.32084922010398614,Iowa
2020-05-04,0.35859618717504327,Kansas
2020-05-04,0.3900519930675909,Kentucky
2020-05-04,0.4781282495667244,Louisiana
2020-05-04,0.3019757365684575,Maine
2020-05-04,0.3900519930675909,Maryland
2020-05-04,0.33343154246100515,Massachusetts
2020-05-04,0.4403812824956672,Michigan
2020-05-04,0.33343154246100515,Minnesota
2020-05-04,0.5095840554592721,Mississippi
2020-05-04,0.47183708838821486,Missouri
2020-05-04,0.2390641247833622,Montana
2020-05-04,0.2831022530329289,Nebraska
2020-05-04,0.44667244367417674,Nevada
2020-05-04,0.3648873483535528,New Hampshire
2020-05-04,0.3271403812824956,New Jersey
2020-05-04,0.3523050259965338,New Mexico
2020-05-04,0.2831022530329289,New York
2020-05-04,0.5032928942807625,North Carolina
2020-05-04,0.25164644714038126,North Dakota
2020-05-04,0.4403812824956672,Ohio
2020-05-04,0.4529636048526863,Oklahoma
2020-05-04,0.32084922010398614,Oregon
2020-05-04,0.4152166377816291,Pennsylvania
2020-05-04,0.3523050259965338,Rhode Island
2020-05-04,0.5850779896013865,South Carolina
2020-05-04,0.21389948006932408,South Dakota
2020-05-04,0.5599133448873482,Tennessee
2020-05-04,0.5410398613518197,Texas
2020-05-04,0.4529636048526863,Utah
2020-05-04,0.2642287694974003,Vermont
2020-05-04,0.40263431542461003,Virginia
2020-05-04,0.35859618717504327,Washington
2020-05-04,0.4403812824956672,West Virginia
2020-05-04,0.32084922010398614,Wisconsin
2020-05-04,0.29568457538994797,Wyoming
2020-05-11,0.5430155979202773,Alabama
2020-05-11,0.2521143847487001,Alaska
2020-05-11,0.6141247833622183,Arizona
2020-05-11,0.4848353552859619,Arkansas
2020-05-11,0.35554592720970535,California
2020-05-11,0.478370883882149,Colorado
2020-05-11,0.34261698440207966,Connecticut
2020-05-11,0.4912998266897747,Delaware
2020-05-11,0.6464471403812825,Florida
2020-05-11,0.627053726169844,Georgia
2020-05-11,0.21979202772963605,Hawaii
2020-05-11,0.34908145580589256,Idaho
2020-05-11,0.407261698440208,Illinois
2020-05-11,0.4912998266897747,Indiana
2020-05-11,0.3361525129982669,Iowa
2020-05-11,0.368474870017331,Kansas
2020-05-11,0.4201906412478336,Kentucky
2020-05-11,0.5236221837088387,Louisiana
2020-05-11,0.32968804159445403,Maine
2020-05-11,0.4201906412478336,Maryland
2020-05-11,0.34908145580589256,Massachusetts
2020-05-11,0.4719064124783362,Michigan
2020-05-11,0.3361525129982669,Minnesota
2020-05-11,0.5300866551126516,Mississippi
2020-05-11,0.4848353552859619,Missouri
2020-05-11,0.2391854419410745,Montana
2020-05-11,0.2909012131715771,Nebraska
2020-05-11,0.4848353552859619,Nevada
2020-05-11,0.3620103986135182,New Hampshire
2020-05-11,0.35554592720970535,New Jersey
2020-05-11,0.4137261698440208,New Mexico
2020-05-11,0.2973656845753899,New York
2020-05-11,0.5236221837088387,North Carolina
2020-05-11,0.3102946273830156,North Dakota
2020-05-11,0.478370883882149,Ohio
2020-05-11,0.478370883882149,Oklahoma
2020-05-11,0.35554592720970535,Oregon
2020-05-11,0.4266551126516464,Pennsylvania
2020-05-11,0.4201906412478336,Rhode Island
2020-05-11,0.6335181975736568,South Carolina
2020-05-11,0.24564991334488734,South Dakota
2020-05-11,0.5688734835355286,Tennessee
2020-05-11,0.54948006932409,Texas
2020-05-11,0.45897746967071057,Utah
2020-05-11,0.2844367417677643,Vermont
2020-05-11,0.43311958405545925,Virginia
2020-05-11,0.34908145580589256,Washington
2020-05-11,0.46544194107452336,West Virginia
2020-05-11,0.35554592720970535,Wisconsin
2020-05-11,0.27150779896013866,Wyoming
2020-05-18,0.5501906412478337,Alabama
2020-05-18,0.24688041594454072,Alaska
2020-05-18,0.6559965337954939,Arizona
2020-05-18,0.5078682842287695,Arkansas
2020-05-18,0.38795493934142117,California
2020-05-18,0.5290294627383016,Colorado
2020-05-18,0.359740034662045,Connecticut
2020-05-18,0.5078682842287695,Delaware
2020-05-18,0.6771577123050261,Florida
2020-05-18,0.670103986135182,Georgia
2020-05-18,0.2327729636048527,Hawaii
2020-05-18,0.3667937608318891,Idaho
2020-05-18,0.4443847487001733,Illinois
2020-05-18,0.5219757365684575,Indiana
2020-05-18,0.3809012131715771,Iowa
2020-05-18,0.4725996533795494,Kansas
2020-05-18,0.4725996533795494,Kentucky
2020-05-18,0.5572443674176777,Louisiana
2020-05-18,0.3809012131715771,Maine
2020-05-18,0.4302772963604853,Maryland
2020-05-18,0.38795493934142117,Massachusetts
2020-05-18,0.5078682842287695,Michigan
2020-05-18,0.3809012131715771,Minnesota
2020-05-18,0.5149220103986135,Mississippi
2020-05-18,0.5290294627383016,Missouri
2020-05-18,0.2680415944540728,Montana
2020-05-18,0.29625649913344887,Nebraska
2020-05-18,0.5078682842287695,Nevada
2020-05-18,0.4443847487001733,New Hampshire
2020-05-18,0.359740034662045,New Jersey
2020-05-18,0.4302772963604853,New Mexico
2020-05-18,0.32447140381282497,New York
2020-05-18,0.5642980935875217,North Carolina
2020-05-18,0.3103639514731369,North Dakota
2020-05-18,0.5219757365684575,Ohio
2020-05-18,0.5149220103986135,Oklahoma
2020-05-18,0.4020623916811092,Oregon
2020-05-18,0.4584922010398614,Pennsylvania
2020-05-18,0.4161698440207972,Rhode Island
2020-05-18,0.7053726169844021,South Carolina
2020-05-18,0.28920277296360486,South Dakota
2020-05-18,0.5854592720970537,Tennessee
2020-05-18,0.5713518197573656,Texas
2020-05-18,0.49376083188908143,Utah
2020-05-18,0.28920277296360486,Vermont
2020-05-18,0.4443847487001733,Virginia
2020-05-18,0.345632582322357,Washington
2020-05-18,0.4867071057192375,West Virginia
2020-05-18,0.4020623916811092,Wisconsin
2020-05-18,0.331525129982669,Wyoming
2020-05-25,0.6724263431542461,Alabama
2020-05-25,0.3320623916811092,Alaska
2020-05-25,0.7388388214904679,Arizona
2020-05-25,0.6309185441941074,Arkansas
2020-05-25,0.5728076256499133,California
2020-05-25,0.6890294627383016,Colorado
2020-05-25,0.48979202772963604,Connecticut
2020-05-25,0.6973310225303293,Delaware
2020-05-25,0.7803466204506067,Florida
2020-05-25,0.8218544194107452,Georgia
2020-05-25,0.2739514731369151,Hawaii
2020-05-25,0.5396013864818024,Idaho
2020-05-25,0.6143154246100521,Illinois
2020-05-25,0.6724263431542461,Indiana
2020-05-25,0.45658578856152515,Iowa
2020-05-25,0.5396013864818024,Kansas
2020-05-25,0.6060138648180243,Kentucky
2020-05-25,0.6475216637781629,Louisiana
2020-05-25,0.43168110918544195,Maine
2020-05-25,0.581109185441941,Maryland
2020-05-25,0.5063951473136915,Massachusetts
2020-05-25,0.6641247833622184,Michigan
2020-05-25,0.5894107452339687,Minnesota
2020-05-25,0.6392201039861352,Mississippi
2020-05-25,0.6558232235701906,Missouri
2020-05-25,0.3735701906412478,Montana
2020-05-25,0.45658578856152515,Nebraska
2020-05-25,0.6475216637781629,Nevada
2020-05-25,0.5312998266897747,New Hampshire
2020-05-25,0.5063951473136915,New Jersey
2020-05-25,0.5645060658578855,New Mexico
2020-05-25,0.4482842287694974,New York
2020-05-25,0.7222357019064125,North Carolina
2020-05-25,0.4150779896013865,North Dakota
2020-05-25,0.6973310225303293,Ohio
2020-05-25,0.6309185441941074,Oklahoma
2020-05-25,0.522998266897747,Oregon
2020-05-25,0.5894107452339687,Pennsylvania
2020-05-25,0.522998266897747,Rhode Island
2020-05-25,0.830155979202773,South Carolina
2020-05-25,0.40677642980935874,South Dakota
2020-05-25,0.7139341421143848,Tennessee
2020-05-25,0.6641247833622184,Texas
2020-05-25,0.6392201039861352,Utah
2020-05-25,0.38187175043327554,Vermont
2020-05-25,0.5977123050259966,Virginia
2020-05-25,0.5479029462738302,Washington
2020-05-25,0.5977123050259966,West Virginia
2020-05-25,0.5479029462738302,Wisconsin
2020-05-25,0.43168110918544195,Wyoming
2020-06-01,0.73473136915078,Alabama
2020-06-01,0.36736568457539,Alaska
2020-06-01,0.815372616984402,Arizona
2020-06-01,0.6988908145580589,Arkansas
2020-06-01,0.6809705372616985,California
2020-06-01,0.7795320623916812,Colorado
2020-06-01,0.5734488734835356,Connecticut
2020-06-01,0.8601733102253033,Delaware
2020-06-01,0.8422530329289428,Florida
2020-06-01,0.8422530329289428,Georgia
2020-06-01,0.36736568457539,Hawaii
2020-06-01,0.5824090121317158,Idaho
2020-06-01,0.7616117850953207,Illinois
2020-06-01,0.6988908145580589,Indiana
2020-06-01,0.5196880415944541,Iowa
2020-06-01,0.6182495667244368,Kansas
2020-06-01,0.6809705372616985,Kentucky
2020-06-01,0.7257712305025996,Louisiana
2020-06-01,0.5465684575389949,Maine
2020-06-01,0.6899306759098787,Maryland
2020-06-01,0.627209705372617,Massachusetts
2020-06-01,0.7616117850953207,Michigan
2020-06-01,0.5824090121317158,Minnesota
2020-06-01,0.663050259965338,Mississippi
2020-06-01,0.7526516464471403,Missouri
2020-06-01,0.4121663778162912,Montana
2020-06-01,0.46592720970537266,Nebraska
2020-06-01,0.7795320623916812,Nevada
2020-06-01,0.627209705372617,New Hampshire
2020-06-01,0.5913691507798959,New Jersey
2020-06-01,0.6092894280762565,New Mexico
2020-06-01,0.5017677642980936,New York
2020-06-01,0.7795320623916812,North Carolina
2020-06-01,0.4480069324090121,North Dakota
2020-06-01,0.7526516464471403,Ohio
2020-06-01,0.7257712305025996,Oklahoma
2020-06-01,0.6182495667244368,Oregon
2020-06-01,0.6899306759098787,Pennsylvania
2020-06-01,0.6361698440207972,Rhode Island
2020-06-01,0.8960138648180243,South Carolina
2020-06-01,0.4390467937608319,South Dakota
2020-06-01,0.7705719237435009,Tennessee
2020-06-01,0.7705719237435009,Texas
2020-06-01,0.6451299826689775,Utah
2020-06-01,0.46592720970537266,Vermont
2020-06-01,0.6720103986135182,Virginia
2020-06-01,0.6540901213171577,Washington
